CollectionCode,HMS,StructuredFormula,StructureType,Title
150234,F d -3 m S,(Li0.970 Fe0.031) ((Li0.021 Fe0.184 Mn0.795)2 O4),Spinel#MgAl2O4,Computer modeling study of the lithium ion distribution in quaternary Li - Mn - Fe - O spinels
150236,F d -3 m S,(Li0.679 Fe0.318) ((Li0.017 Fe0.297 Mn0.686)2 O4),Spinel#MgAl2O4,Computer modeling study of the lithium ion distribution in quaternary Li - Mn - Fe - O spinels
150237,F d -3 m S,(Li0.504 Fe0.496) ((Li0.098 Fe0.327 Mn0.576)2 O4),Spinel#MgAl2O4,Computer modeling study of the lithium ion distribution in quaternary Li - Mn - Fe - O spinels
150238,F d -3 m S,(Li0.399 Fe0.601) ((Li0.144 Fe0.396 Mn0.460)2 O4),Spinel#MgAl2O4,Computer modeling study of the lithium ion distribution in quaternary Li - Mn - Fe - O spinels
150915,F d -3 m Z,Cd (Ga1.06 Cr0.94) S4,Spinel#MgAl2O4,Rietveld refinement of the semiconducting compound Cd Ga Cr S4 from X-ray diffraction
151638,F d -3 m Z,(Li0.9329 Zn0.0671) (V2 O4),Spinel#MgAl2O4,Anomalous structural behaviour of Zn-doped Li V2 O4
151639,F d -3 m Z,(Li0.736 Zn0.264) (V2 O4),Spinel#MgAl2O4,Anomalous structural behaviour of Zn-doped Li V2 O4
151970,F d -3 m Z,Na2 (Mo O4),Spinel#MgAl2O4,Study of the (Na2 O) - (Mo O3) system. Na6 Mo11 O36 - a new oxide with anatase-related structure and the crystal structures of Na2 Mo O4
152207,F d -3 m Z,(Al0.001 Fe0.581 Mg0.413 Zn0.005) (Al0.722 Fe0.106 Mg0.031 Cr1.125 Ni0.002 Ti0.014) O4,Spinel#MgAl2O4,The crystal chemistry of detrital chromian spinel from the Southeastern Alps and Outer Dinarides: the discrimination of supplies from areas of similar tectonic setting?
152208,F d -3 m Z,(Al0.005 Fe0.524 Mg0.464 Si0.002 Zn0.005) (Al0.678 Fe0.157 Mg0.047 Cr1.087 Ni0.003 Ti0.028) O4,Spinel#MgAl2O4,The crystal chemistry of detrital chromian spinel from the Southeastern Alps and Outer Dinarides: the discrimination of supplies from areas of similar tectonic setting?
152209,F d -3 m Z,(Al0.051 Fe0.367 Mg0.574 Mn0.005 Si0.003) (Al0.937 Fe0.102 Mg0.110 Cr0.833 Ni0.003 Ti0.015) O4,Spinel#MgAl2O4,The crystal chemistry of detrital chromian spinel from the Southeastern Alps and Outer Dinarides: the discrimination of supplies from areas of similar tectonic setting?
152210,F d -3 m Z,(Al0.034 Fe0.420 Mg0.533 Mn0.006 Si0.001 Zn0.006) (Al0.939 Fe0.029 Mg0.055 Cr0.973 Ni0.001 Ti0.003) O4,Spinel#MgAl2O4,The crystal chemistry of detrital chromian spinel from the Southeastern Alps and Outer Dinarides: the discrimination of supplies from areas of similar tectonic setting?
152211,F d -3 m Z,(Al0.001 Fe0.574 Mg0.419 Si0.001 Zn0.005) (Al0.491 Fe0.206 Mg0.080 Cr1.133 Ni0.007 Ti0.082) O4,Spinel#MgAl2O4,The crystal chemistry of detrital chromian spinel from the Southeastern Alps and Outer Dinarides: the discrimination of supplies from areas of similar tectonic setting?
152212,F d -3 m Z,(Al0.089 Fe0.260 Mg0.647 Si0.003 Zn0.001) (Al1.165 Fe0.087 Mg0.099 Cr0.641 Ni0.003 Ti0.005) O4,Spinel#MgAl2O4,The crystal chemistry of detrital chromian spinel from the Southeastern Alps and Outer Dinarides: the discrimination of supplies from areas of similar tectonic setting?
152213,F d -3 m Z,(Al0.018 Fe0.457 Mg0.520 Si0.001 Zn0.004) (Al0.610 Fe0.192 Mg0.023 Cr1.149 Ni0.003 Ti0.023) O4,Spinel#MgAl2O4,The crystal chemistry of detrital chromian spinel from the Southeastern Alps and Outer Dinarides: the discrimination of supplies from areas of similar tectonic setting?
152214,F d -3 m Z,(Al0.045 Fe0.394 Mg0.556 Si0.004 Zn0.001) (Al1.101 Fe0.030 Mg0.121 Cr0.731 Ni0.006 Ti0.011) O4,Spinel#MgAl2O4,The crystal chemistry of detrital chromian spinel from the Southeastern Alps and Outer Dinarides: the discrimination of supplies from areas of similar tectonic setting?
152215,F d -3 m Z,(Al0.056 Fe0.376 Mg0.565 Zn0.003) (Al0.888 Fe0.096 Mg0.082 Cr0.916 Ni0.003 Ti0.015) O4,Spinel#MgAl2O4,The crystal chemistry of detrital chromian spinel from the Southeastern Alps and Outer Dinarides: the discrimination of supplies from areas of similar tectonic setting?
152216,F d -3 m Z,(Al0.041 Fe0.416 Mg0.540 Zn0.003) (Al0.674 Fe0.088 Mg0.028 Cr1.202 Ni0.003 Ti0.005) O4,Spinel#MgAl2O4,The crystal chemistry of detrital chromian spinel from the Southeastern Alps and Outer Dinarides: the discrimination of supplies from areas of similar tectonic setting?
152217,F d -3 m Z,(Al0.131 Fe0.289 Mg0.580) (Al1.133 Fe0.057 Mg0.142 Cr0.652 Ni0.005 Ti0.011) O4,Spinel#MgAl2O4,The crystal chemistry of detrital chromian spinel from the Southeastern Alps and Outer Dinarides: the discrimination of supplies from areas of similar tectonic setting?
152218,F d -3 m Z,(Al0.103 Fe0.230 Mg0.661 Mn0.002 Si0.001 Zn0.003) (Al1.688 Fe0.008 Mg0.114 Cr0.180 Ni0.008 Ti0.002) O4,Spinel#MgAl2O4,The crystal chemistry of detrital chromian spinel from the Southeastern Alps and Outer Dinarides: the discrimination of supplies from areas of similar tectonic setting?
152219,F d -3 m Z,(Al0.093 Fe0.240 Mg0.659 Mn0.003 Si0.001 Zn0.004) (Al1.494 Fe0.023 Mg0.096 Cr0.381 Ni0.005 Ti0.001) O4,Spinel#MgAl2O4,The crystal chemistry of detrital chromian spinel from the Southeastern Alps and Outer Dinarides: the discrimination of supplies from areas of similar tectonic setting?
152220,F d -3 m Z,(Al0.043 Fe0.401 Mg0.551 Si0.001 Zn0.004) (Al0.885 Fe0.047 Mg0.046 Cr1.019 Ni0.002 Ti0.001) O4,Spinel#MgAl2O4,The crystal chemistry of detrital chromian spinel from the Southeastern Alps and Outer Dinarides: the discrimination of supplies from areas of similar tectonic setting?
152221,F d -3 m Z,(Al0.023 Fe0.547 Mg0.421 Si0.002 Zn0.007) (Al0.523 Fe0.015 Mg0.036 Cr1.422 Ni0.002 Ti0.004) O4,Spinel#MgAl2O4,The crystal chemistry of detrital chromian spinel from the Southeastern Alps and Outer Dinarides: the discrimination of supplies from areas of similar tectonic setting?
152467,F d -3 m Z,Mg (Fe2 O4),Spinel#MgAl2O4,"Structure of nanocrystalline Mg Fe2 O4 from X-ray diffracction, Rietveld and atomic pair distribution function analysis"
152469,F d -3 m Z,Mg (Fe2 O4),Spinel#MgAl2O4,"Structure of nanocrystalline Mg Fe2 O4 from X-ray diffracction, Rietveld and atomic pair distribution function analysis"
152767,F d -3 m Z,Ag2 Cd Sn3 S8,Spinel#MgAl2O4,Phase relations in the (Ag2 S) - (Cd S) - (Sn S2) system and the crystal structure of the compounds
154141,F d -3 m Z,(Li0.662 Ti0.338) (Li0.338 Mn Ti0.662) O4,Spinel#MgAl2O4,"Structural characterisation and physical properties of Li M Mn O4 (M= Cr, Ti) spinels"
154142,F d -3 m Z,Li (Cr Mn) O4,Spinel#MgAl2O4,"Structural characterisation and physical properties of Li M Mn O4 (M= Cr, Ti) spinels"
154316,F d -3 m Z,Li (Li0.8 Na0.2) Mg Cl4,Spinel#MgAl2O4,Neutron powder diffraction study on Li1.8 Na0.2 Mg Cl4
154982,F d -3 m Z,Li (Ti2 O4),Spinel#MgAl2O4,Structure and electron density analysis of oxide spinel Li Ti2 O4
155275,F d -3 m Z,Mn Fe2 O4,Spinel#MgAl2O4,"Cation distribution, structure and magnetic properties of lithium manganese iron oxide spinel solid solutions"
155276,F d -3 m Z,(Li0.143 Mn1.143 Fe1.714) O4,Spinel#MgAl2O4,"Cation distribution, structure and magnetic properties of lithium manganese iron oxide spinel solid solutions"
155277,F d -3 m Z,(Li0.286 Mn1.286 Fe1.429) O4,Spinel#MgAl2O4,"Cation distribution, structure and magnetic properties of lithium manganese iron oxide spinel solid solutions"
155278,F d -3 m Z,(Li0.429 Mn1.429 Fe1.143) O4,Spinel#MgAl2O4,"Cation distribution, structure and magnetic properties of lithium manganese iron oxide spinel solid solutions"
155279,F d -3 m Z,(Li0.571 Mn1.571 Fe0.857) O4,Spinel#MgAl2O4,"Cation distribution, structure and magnetic properties of lithium manganese iron oxide spinel solid solutions"
155280,F d -3 m Z,(Li0.714 Mn1.714 Fe0.571) O4,Spinel#MgAl2O4,"Cation distribution, structure and magnetic properties of lithium manganese iron oxide spinel solid solutions"
155281,F d -3 m Z,(Li0.857 Mn1.857 Fe0.286) O4,Spinel#MgAl2O4,"Cation distribution, structure and magnetic properties of lithium manganese iron oxide spinel solid solutions"
155282,F d -3 m Z,Li Mn2 O4,Spinel#MgAl2O4,"Cation distribution, structure and magnetic properties of lithium manganese iron oxide spinel solid solutions"
155559,F d -3 m Z,Li0.94 (Mn2.034 O4),Spinel#MgAl2O4,"Li Mn2-x Tix O4 spinel-type compounds (x <= 1): structural, electrical and magnetic properties"
155560,F d -3 m Z,Li1.06 (Mn1.75 Ti0.28 O4),Spinel#MgAl2O4,"Li Mn2-x Tix O4 spinel-type compounds (x <= 1): structural, electrical and magnetic properties"
155561,F d -3 m Z,(Li0.94 Mn0.06) (Mn1.46 Ti0.5 Li0.04) O4,Spinel#MgAl2O4,"Li Mn2-x Tix O4 spinel-type compounds (x <= 1): structural, electrical and magnetic properties"
155562,F d -3 m Z,(Li0.893 Mn0.107) (Mn1.18 Ti0.75 Li0.08) O4,Spinel#MgAl2O4,"Li Mn2-x Tix O4 spinel-type compounds (x <= 1): structural, electrical and magnetic properties"
155563,F d -3 m Z,(Li0.84 Mn0.16) (Mn0.84 Ti Li0.16) O4,Spinel#MgAl2O4,"Li Mn2-x Tix O4 spinel-type compounds (x <= 1): structural, electrical and magnetic properties"
155636,F d -3 m Z,(Li1.104 Mn0.896) Mn O4,Spinel#MgAl2O4,"Crystal growth and structural properties of the spinel-type Li1+x Mn2-x O4 (x =  0.10, 0.14)"
155637,F d -3 m Z,(Li1.144 Mn0.856) Mn O4,Spinel#MgAl2O4,"Crystal growth and structural properties of the spinel-type Li1+x Mn2-x O4 (x =  0.10, 0.14)"
155649,F d -3 m Z,Li (Mn1.85 Cr0.15 O4),Spinel#MgAl2O4,Rapid synthesis of Li Cr0.15 Mn1.85 O4 by glycine - nitrate method
155665,F d -3 m Z,Li (Mn2 O4),Spinel#MgAl2O4,Structural and electrochemical properties of Li(+) and Co(3+)-codoped Li Mn2 O4
155666,F d -3 m Z,Li ((Mn1.974 Li0.006 Co0.02) O4),Spinel#MgAl2O4,Structural and electrochemical properties of Li(+) and Co(3+)-codoped Li Mn2 O4
155667,F d -3 m Z,Li ((Mn1.936 Li0.016 Co0.048) O4),Spinel#MgAl2O4,Structural and electrochemical properties of Li(+) and Co(3+)-codoped Li Mn2 O4
155668,F d -3 m Z,Li ((Mn1.816 Li0.046 Co0.138) O4),Spinel#MgAl2O4,Structural and electrochemical properties of Li(+) and Co(3+)-codoped Li Mn2 O4
155906,F d -3 m Z,Cd0.5 Mn0.5 In2 S4,Spinel#MgAl2O4,The Cd1-x Mnx In2 S4 (0.5 <= x <= 1.0) spinel system: an X-ray powder diffraction study
155907,F d -3 m Z,Cd0.4 Mn0.58 In2 S4,Spinel#MgAl2O4,The Cd1-x Mnx In2 S4 (0.5 <= x <= 1.0) spinel system: an X-ray powder diffraction study
155908,F d -3 m Z,Cd0.2 Mn0.8 In2 S4,Spinel#MgAl2O4,The Cd1-x Mnx In2 S4 (0.5 <= x <= 1.0) spinel system: an X-ray powder diffraction study
155909,F d -3 m Z,Cd0.1 Mn0.9 In2 S4,Spinel#MgAl2O4,The Cd1-x Mnx In2 S4 (0.5 <= x <= 1.0) spinel system: an X-ray powder diffraction study
155910,F d -3 m Z,Mn In2 S4,Spinel#MgAl2O4,The Cd1-x Mnx In2 S4 (0.5 <= x <= 1.0) spinel system: an X-ray powder diffraction study
156091,F d -3 m Z,Cu2 (Mn Ti3 S8),Spinel#MgAl2O4,New compounds Cu2 Mn Ti3 S8 and Cu2 Ni Ti3 S8 with thiospinel structure
156092,F d -3 m Z,Cu2 (Ni Ti3 S8),Spinel#MgAl2O4,New compounds Cu2 Mn Ti3 S8 and Cu2 Ni Ti3 S8 with thiospinel structure
156096,F d -3 m S,Li Mn1.825 Cr0.175 O4,Spinel#MgAl2O4,Structural and magnetic characterization of Li Mn1.825 Cr0.175 O4 spinel obtained by ultrasonic spray pyrolysis
156154,F d -3 m Z,(Mg0.969 Fe0.031) (Mg0.632 V1.368) O4,Spinel#MgAl2O4,An experimental study of the oxidation state of vanadium in spinel and basaltic melt with implications for the origin of planetary basalt
156183,F d -3 m Z,(Mg0.994 Mn0.015 Al1.992) O4,Spinel#MgAl2O4,Structural refinement and crystal chemistry of Mn-doped spinel: a case for tetrahedrally coordinated Mn(3+) in an oxygen-based structure
156184,F d -3 m Z,Mg0.966 Mn0.062 Al1.972 O4,Spinel#MgAl2O4,Structural refinement and crystal chemistry of Mn-doped spinel: a case for tetrahedrally coordinated Mn(3+) in an oxygen-based structure
156185,F d -3 m Z,Mg0.887 Mn0.302 Al1.808 O4,Spinel#MgAl2O4,Structural refinement and crystal chemistry of Mn-doped spinel: a case for tetrahedrally coordinated Mn(3+) in an oxygen-based structure
156186,F d -3 m Z,Mg0.899 Mn0.351 Al1.75 O4,Spinel#MgAl2O4,Structural refinement and crystal chemistry of Mn-doped spinel: a case for tetrahedrally coordinated Mn(3+) in an oxygen-based structure
156376,F d -3 m Z,(Mn In2) S4,Spinel#MgAl2O4,Antiferromagnetic versus spin-glass like behavior of Mn In2 S4
156578,F d -3 m Z,(Ni2.05 Fe0.95) S4,Spinel#MgAl2O4,A neutron powder diffraction study of Fe and Ni distributions in synthetic pentlandite and violarite using (60)Ni isotope
156579,F d -3 m Z,(Ni1.97 Fe1.03) S4,Spinel#MgAl2O4,A neutron powder diffraction study of Fe and Ni distributions in synthetic pentlandite and violarite using (60)Ni isotope
156580,F d -3 m Z,(Ni2.16 Fe0.84) S4,Spinel#MgAl2O4,A neutron powder diffraction study of Fe and Ni distributions in synthetic pentlandite and violarite using (60)Ni isotope
156581,F d -3 m Z,(Ni2.01 Fe0.99) S4,Spinel#MgAl2O4,A neutron powder diffraction study of Fe and Ni distributions in synthetic pentlandite and violarite using (60)Ni isotope
156582,F d -3 m Z,(Ni2.17 Fe0.83) S4,Spinel#MgAl2O4,A neutron powder diffraction study of Fe and Ni distributions in synthetic pentlandite and violarite using (60)Ni isotope
156583,F d -3 m Z,(Ni1.87 Fe1.13) S4,Spinel#MgAl2O4,A neutron powder diffraction study of Fe and Ni distributions in synthetic pentlandite and violarite using (60)Ni isotope
156584,F d -3 m Z,(Ni1.81 Fe1.19) S4,Spinel#MgAl2O4,A neutron powder diffraction study of Fe and Ni distributions in synthetic pentlandite and violarite using (60)Ni isotope
156585,F d -3 m Z,(Ni1.8 Fe1.2) S4,Spinel#MgAl2O4,A neutron powder diffraction study of Fe and Ni distributions in synthetic pentlandite and violarite using (60)Ni isotope
157185,F d -3 m Z,Mg (V1.684 Mg0.316) O4,Spinel#MgAl2O4,Investigation of synthetic Mg1.3 V1.7 O4 spinel with Mg O inclusions: cas study of a spinel with an apparently occupied interstitial site.
157282,F d -3 m Z,(Mn0.9 Al0.1) ((Mn0.1 Al1.9) O4),Spinel#MgAl2O4,"Galaxite, Mn Al2 O4, a spectroscopic standard for tetrahedrally coordinated Mn(2+) in oxygen-based mineral structures"
157339,F d -3 m Z,Zn ((Cr1.85 Al0.15) Se4),Spinel#MgAl2O4,Structural and magnetic properties of single-crystalline spinel systems Zn Cr2-x Alx Se4 (x = 0.15 and 0.23)
157340,F d -3 m Z,Zn ((Cr1.77 Al0.23) Se4),Spinel#MgAl2O4,Structural and magnetic properties of single-crystalline spinel systems Zn Cr2-x Alx Se4 (x = 0.15 and 0.23)
157399,F d -3 m Z,Cd ((Cr1.81 In0.19) Se4),Spinel#MgAl2O4,Structural and magnetic properties of Cdx Iny Crz Se4
157400,F d -3 m Z,(Cd0.745 In0.255) ((Cr1.94 In0.06) Se4),Spinel#MgAl2O4,Structural and magnetic properties of Cdx Iny Crz Se4
158048,F d -3 m Z,(Mg0.638 Fe0.166 Al0.192 Zn0.0012 Mn0.0052 Si0.0007) ((Mg0.249 Fe0.061 Al1.6889) O4),Spinel#MgAl2O4,Crystal chemistry of spinels from xenoliths of the Alban Hills volcanic region
158049,F d -3 m Z,(Mg0.6245 Fe0.172 Al0.1952 Zn0.0021 Mn0.0055 Si0.0006) ((Mg0.2415 Al1.7028 Fe0.0551) O4),Spinel#MgAl2O4,Crystal chemistry of spinels from xenoliths of the Alban Hills volcanic region
158050,F d -3 m Z,(Mg0.6558 Fe0.1388 Zn0.0069 Mn0.0056 Al0.1918 Si0.0008) ((Mg0.2478 Fe0.0534 Al1.6981) O4),Spinel#MgAl2O4,Crystal chemistry of spinels from xenoliths of the Alban Hills volcanic region
158051,F d -3 m Z,(Mg0.6540 Fe0.1253 Zn0.0099 Mn0.0098 Al0.2009) ((Mg0.2409 Fe0.0161 Al1.7416) O4),Spinel#MgAl2O4,Crystal chemistry of spinels from xenoliths of the Alban Hills volcanic region
158052,F d -3 m Z,(Mg0.6604 Fe0.1129 Zn0.0071 Mn0.009 Al0.2104) ((Mg0.2414 Al1.7422 Fe0.0156) O4),Spinel#MgAl2O4,Crystal chemistry of spinels from xenoliths of the Alban Hills volcanic region
158053,F d -3 m Z,(Mg0.6647 Fe0.1221 Zn0.0032 Mn0.0046 Al0.2045 Si0.0007) ((Mg0.2619 Fe0.0446 Al1.6918 Ti0.0008) O4),Spinel#MgAl2O4,Crystal chemistry of spinels from xenoliths of the Alban Hills volcanic region
158054,F d -3 m Z,(Mg0.6832 Fe0.0967 Zn0.0039 Mn0.0060 Al0.2096 Si0.0006) ((Mg0.2512 Al1.7259 Fe0.0219) O4),Spinel#MgAl2O4,Crystal chemistry of spinels from xenoliths of the Alban Hills volcanic region
158055,F d -3 m Z,(Mg0.6826 Fe0.0902 Mn0.0028 Al0.2242) ((Mg0.2802 Al1.6763 Fe0.0341 Ti0.0084) O4),Spinel#MgAl2O4,Crystal chemistry of spinels from xenoliths of the Alban Hills volcanic region
158056,F d -3 m Z,(Mg0.6883 Fe0.093 Zn0.0013 Mn0.0028 Al0.2116 Si0.0028) ((Mg0.2780 Al1.6766 Fe0.0312 Ti0.0121) O4),Spinel#MgAl2O4,Crystal chemistry of spinels from xenoliths of the Alban Hills volcanic region
158057,F d -3 m Z,(Mg0.6789 Fe0.1026 Zn0.0010 Mn0.0031 Al0.2088 Si0.0054) ((Mg0.2791 Ni0.0008 Al1.6768 Fe0.0291 Ti0.0134) O4),Spinel#MgAl2O4,Crystal chemistry of spinels from xenoliths of the Alban Hills volcanic region
158058,F d -3 m Z,(Mg0.6213 Fe0.163 Zn0.0039 Mn0.0099 Al0.2012 Si0.0005) ((Mg0.2532 Al1.6948 Fe0.0506 Cr0.0006) O4),Spinel#MgAl2O4,Crystal chemistry of spinels from xenoliths of the Alban Hills volcanic region
158059,F d -3 m Z,(Mg0.6322 Fe0.1584 Zn0.0031 Mn0.0088 Al0.1967 Si0.0005) ((Mg0.2504 Fe0.0610 Al1.6872 Cr0.0008) O4),Spinel#MgAl2O4,Crystal chemistry of spinels from xenoliths of the Alban Hills volcanic region
158060,F d -3 m Z,(Mg0.6071 Fe0.1742 Zn0.0078 Mn0.0193 Al0.1915) ((Mg0.2430 Al1.695 Fe0.0605 Cr0.0008) O4),Spinel#MgAl2O4,Crystal chemistry of spinels from xenoliths of the Alban Hills volcanic region
158061,F d -3 m Z,(Mg0.6059 Fe0.1856 Zn0.0058 Mn0.0182 Al0.1839 Si0.0005) ((Mg0.2368 Al1.6897 Fe0.0725) O4),Spinel#MgAl2O4,Crystal chemistry of spinels from xenoliths of the Alban Hills volcanic region
158062,F d -3 m Z,(Mg0.5843 Fe0.1982 Zn0.0026 Mn0.0165 Al0.1974 Si0.0008) ((Mg0.2512 Fe0.0676 Al1.6807) O4),Spinel#MgAl2O4,Crystal chemistry of spinels from xenoliths of the Alban Hills volcanic region
158063,F d -3 m Z,(Mg0.6619 Fe0.1365 Zn0.0021 Mn0.0057 Al0.1931 Si0.0005) ((Mg0.2555 Al1.6973 Fe0.0459 Ti0.0006) O4),Spinel#MgAl2O4,Crystal chemistry of spinels from xenoliths of the Alban Hills volcanic region
158064,F d -3 m Z,(Mg0.6566 Fe0.1346 Zn0.0027 Mn0.0055 Al0.1996 Si0.0009) ((Mg0.2578 Ni0.0008 Al1.6853 Fe0.0516 Ti0.0038) O4),Spinel#MgAl2O4,Crystal chemistry of spinels from xenoliths of the Alban Hills volcanic region
158065,F d -3 m Z,(Mg0.7246 Fe0.062 Zn0.0009 Mn0.0025 Al0.2091 Si0.0008) ((Mg0.2597 Al1.7245 Fe0.0135 Ti0.0012) O4),Spinel#MgAl2O4,Crystal chemistry of spinels from xenoliths of the Alban Hills volcanic region
158066,F d -3 m Z,(Mg0.7832 Fe0.0372 Zn0.0042 Mn0.0021 Al0.1727 Si0.0006) ((Mg0.2153 Al1.7556 Fe0.0229 Ti0.0056) O4),Spinel#MgAl2O4,Crystal chemistry of spinels from xenoliths of the Alban Hills volcanic region
158067,F d -3 m Z,(Mg0.787 Fe0.0407 Zn0.0028 Mn0.0005 Al0.1683 Si0.0006) ((Mg0.2170 Al1.7433 Fe0.0303 Ti0.0084) O4),Spinel#MgAl2O4,Crystal chemistry of spinels from xenoliths of the Alban Hills volcanic region
158068,F d -3 m Z,(Mg0.7224 Fe0.1073 Mn0.0027 Al0.1658 Si0.0016) ((Mg0.2332 Al1.7186 Fe0.0355 Cr0.0008 Ti0.0109) O4),Spinel#MgAl2O4,Crystal chemistry of spinels from xenoliths of the Alban Hills volcanic region
158107,F d -3 m Z,(Mg0.3 Fe0.7) ((Mg0.73 Fe1.27) O4),Spinel#MgAl2O4,"Crystal-chemical reasons for the immiscibility of periclase and wuestite under lithospheric P, T conditions"
158213,F d -3 m Z,(Fe0.541 Mg0.451 Mn0.008) (Al0.538 Fe0.164 Mg0.048 Cr1.222 Ni0.003 Ti0.017 V0.008) O4,Spinel#MgAl2O4,Crystal chemistry and structural refinement of chromites from different chromitite layers and xenoliths of the Bushveld complex
158214,F d -3 m Z,(Fe0.548 Mg0.443 Mn0.009) (Al0.487 Fe0.206 Mg0.020 Cr1.257 Ni0.004 Ti0.017 V0.009) O4,Spinel#MgAl2O4,Crystal chemistry and structural refinement of chromites from different chromitite layers and xenoliths of the Bushveld complex
158215,F d -3 m Z,(Fe0.536 Mg0.436 Mn0.007 Zn0.001 Al0.02) (Al0.577 Fe0.168 Mg0.046 Cr1.181 Ni0.003 Ti0.015 V0.01) O4,Spinel#MgAl2O4,Crystal chemistry and structural refinement of chromites from different chromitite layers and xenoliths of the Bushveld complex
158216,F d -3 m Z,(Fe0.534 Mg0.432 Mn0.007 Al0.027) (Al0.574 Fe0.173 Mg0.036 Cr1.187 Ni0.003 Ti0.017 V0.01) O4,Spinel#MgAl2O4,Crystal chemistry and structural refinement of chromites from different chromitite layers and xenoliths of the Bushveld complex
158217,F d -3 m Z,(Fe0.605 Mg0.384 Mn0.01 Al0.001) (Al0.449 Fe0.310 Mg0.016 Cr1.187 Ni0.004 Ti0.026 V0.008) O4,Spinel#MgAl2O4,Crystal chemistry and structural refinement of chromites from different chromitite layers and xenoliths of the Bushveld complex
158218,F d -3 m Z,(Fe0.632 Mg0.358 Mn0.01) (Al0.45 Fe0.283 Mg0.022 Cr1.201 Ni0.004 Ti0.03 V0.009) O4,Spinel#MgAl2O4,Crystal chemistry and structural refinement of chromites from different chromitite layers and xenoliths of the Bushveld complex
158219,F d -3 m Z,(Fe0.572 Mg0.395 Mn0.007 Al0.026) (Al0.724 Fe0.069 Mg0.05 Cr1.126 Ni0.003 Ti0.018 V0.011) O4,Spinel#MgAl2O4,Crystal chemistry and structural refinement of chromites from different chromitite layers and xenoliths of the Bushveld complex
158220,F d -3 m Z,(Fe0.57 Mg0.387 Mn0.007 Al0.036) (Al0.688 Fe0.077 Mg0.044 Cr1.153 Ni0.004 Ti0.022 V0.012) O4,Spinel#MgAl2O4,Crystal chemistry and structural refinement of chromites from different chromitite layers and xenoliths of the Bushveld complex
158221,F d -3 m Z,(Fe0.723 Mg0.262 Mn0.01 Zn0.003 Al0.002) (Al0.487 Fe0.228 Mg0.051 Cr1.181 Ni0.004 Ti0.036 V0.013) O4,Spinel#MgAl2O4,Crystal chemistry and structural refinement of chromites from different chromitite layers and xenoliths of the Bushveld complex
158222,F d -3 m Z,(Fe0.698 Mg0.281 Mn0.011 Zn0.002 Al0.008) (Al0.498 Fe0.246 Mg0.018 Cr1.189 Ti0.036 V0.013) O4,Spinel#MgAl2O4,Crystal chemistry and structural refinement of chromites from different chromitite layers and xenoliths of the Bushveld complex
158223,F d -3 m Z,(Fe0.563 Mg0.398 Mn0.007 Zn0.002 Al0.03) (Al0.672 Fe0.186 Mg0.036 Cr1.073 Ni0.004 Ti0.020 V0.009) O4,Spinel#MgAl2O4,Crystal chemistry and structural refinement of chromites from different chromitite layers and xenoliths of the Bushveld complex
158224,F d -3 m Z,(Fe0.579 Mg0.389 Mn0.007 Al0.025) (Al0.655 Fe0.176 Mg0.049 Cr1.083 Ni0.004 Ti0.023 V0.01) O4,Spinel#MgAl2O4,Crystal chemistry and structural refinement of chromites from different chromitite layers and xenoliths of the Bushveld complex
158225,F d -3 m Z,(Fe0.538 Mg0.416 Mn0.007 Al0.039) (Al0.64 Fe0.215 Mg0.046 Cr1.062 Ni0.006 Ti0.021 V0.01) O4,Spinel#MgAl2O4,Crystal chemistry and structural refinement of chromites from different chromitite layers and xenoliths of the Bushveld complex
158226,F d -3 m Z,(Fe0.541 Mg0.426 Mn0.007 Zn0.003 Al0.023) (Al0.645 Fe0.206 Mg0.042 Cr1.071 Ni0.005 Ti0.022 V0.009) O4,Spinel#MgAl2O4,Crystal chemistry and structural refinement of chromites from different chromitite layers and xenoliths of the Bushveld complex
158227,F d -3 m Z,(Fe0.539 Mg0.422 Mn0.007 Zn0.003 Al0.029) (Al0.656 Fe0.199 Mg0.042 Cr1.069 Ni0.007 Ti0.019 V0.008) O4,Spinel#MgAl2O4,Crystal chemistry and structural refinement of chromites from different chromitite layers and xenoliths of the Bushveld complex
158228,F d -3 m Z,(Fe0.517 Mg0.439 Mn0.007 Zn0.003 Al0.034) (Al0.665 Fe0.209 Mg0.030 Cr1.065 Ni0.005 Ti0.018 V0.008) O4,Spinel#MgAl2O4,Crystal chemistry and structural refinement of chromites from different chromitite layers and xenoliths of the Bushveld complex
158229,F d -3 m Z,(Fe0.652 Mg0.338 Mn0.009 Zn0.001) (Al0.621 Fe0.19 Mg0.07 Cr1.073 Ni0.005 Ti0.032 V0.01) O4,Spinel#MgAl2O4,Crystal chemistry and structural refinement of chromites from different chromitite layers and xenoliths of the Bushveld complex
158230,F d -3 m Z,(Fe0.631 Mg0.356 Mn0.009 Zn0.003 Al0.001) (Al0.54 Fe0.241 Mg0.05 Cr1.119 Ni0.005 Ti0.035 V0.01) O4,Spinel#MgAl2O4,Crystal chemistry and structural refinement of chromites from different chromitite layers and xenoliths of the Bushveld complex
158231,F d -3 m Z,(Fe0.584 Mg0.407 Mn0.008 Zn0.001) (Al0.582 Fe0.167 Mg0.046 Cr1.169 Ni0.006 Ti0.022 V0.008) O4,Spinel#MgAl2O4,Crystal chemistry and structural refinement of chromites from different chromitite layers and xenoliths of the Bushveld complex
