CollectionCode,HMS,StructuredFormula,StructureType,Title
91934,F d -3 m Z,Zn Fe2 O4,Spinel#MgAl2O4,"Phase transition of synthetic zinc ferrite spinel (Zn Fe2 O4) at high pressure, from synchrotron X-ray powder diffraction"
91935,F d -3 m Z,Zn Fe2 O4,Spinel#MgAl2O4,"Phase transition of synthetic zinc ferrite spinel (Zn Fe2 O4) at high pressure, from synchrotron X-ray powder diffraction"
91936,F d -3 m Z,Zn Fe2 O4,Spinel#MgAl2O4,"Phase transition of synthetic zinc ferrite spinel (Zn Fe2 O4) at high pressure, from synchrotron X-ray powder diffraction"
91937,F d -3 m Z,Zn Fe2 O4,Spinel#MgAl2O4,"Phase transition of synthetic zinc ferrite spinel (Zn Fe2 O4) at high pressure, from synchrotron X-ray powder diffraction"
91938,F d -3 m Z,Zn Fe2 O4,Spinel#MgAl2O4,"Phase transition of synthetic zinc ferrite spinel (Zn Fe2 O4) at high pressure, from synchrotron X-ray powder diffraction"
91939,F d -3 m Z,Zn Fe2 O4,Spinel#MgAl2O4,"Phase transition of synthetic zinc ferrite spinel (Zn Fe2 O4) at high pressure, from synchrotron X-ray powder diffraction"
91940,F d -3 m Z,Zn Fe2 O4,Spinel#MgAl2O4,"Phase transition of synthetic zinc ferrite spinel (Zn Fe2 O4) at high pressure, from synchrotron X-ray powder diffraction"
91941,F d -3 m Z,Zn Fe2 O4,Spinel#MgAl2O4,"Phase transition of synthetic zinc ferrite spinel (Zn Fe2 O4) at high pressure, from synchrotron X-ray powder diffraction"
91942,F d -3 m Z,Zn Fe2 O4,Spinel#MgAl2O4,"Phase transition of synthetic zinc ferrite spinel (Zn Fe2 O4) at high pressure, from synchrotron X-ray powder diffraction"
91943,F d -3 m Z,Zn Fe2 O4,Spinel#MgAl2O4,"Phase transition of synthetic zinc ferrite spinel (Zn Fe2 O4) at high pressure, from synchrotron X-ray powder diffraction"
92222,F d -3 m S,(Zn0.326 Mn0.674) (Mn1.35 Ni0.65) O4,Spinel#MgAl2O4,X-ray and neutron diffraction studies on nickel zinc manganite Mn2.35-x Ni0.65 Znx O4 powders
92223,F d -3 m S,(Zn0.759 Mn0.241) (Mn1.35 Ni0.65) O4,Spinel#MgAl2O4,X-ray and neutron diffraction studies on nickel zinc manganite Mn2.35-x Ni0.65 Znx O4 powders
92224,F d -3 m S,(Zn0.988 Mn0.012) (Mn1.326 Zn0.024 Ni0.65) O4,Spinel#MgAl2O4,X-ray and neutron diffraction studies on nickel zinc manganite Mn2.35-x Ni0.65 Znx O4 powders
93599,F d -3 m Z,Li Mn2 O4,Spinel#MgAl2O4,Single crystal growth of the spinel-type Li Mn2 O4
93813,F d -3 m Z,(Li0.47 Fe0.29 Mn0.23) (Fe0.42 Mn1.55) O4,Spinel#MgAl2O4,Spinel solid solutions in the Li - Fe - Mn - O system
93814,F d -3 m Z,(Li0.43 Fe0.42 Mn0.14) (Fe0.61 Mn1.37) O4,Spinel#MgAl2O4,Spinel solid solutions in the Li - Fe - Mn - O system
93815,F d -3 m Z,(Li0.37 Fe0.50 Mn0.12) (Li0.06 Fe0.73 Mn1.19) O4,Spinel#MgAl2O4,Spinel solid solutions in the Li - Fe - Mn - O system
93816,F d -3 m Z,(Li0.42 Fe0.49 Mn0.08) (Li0.07 Fe0.7 Mn1.19) O4,Spinel#MgAl2O4,Spinel solid solutions in the Li - Fe - Mn - O system
93817,F d -3 m Z,(Li0.33 Fe0.59 Mn0.07) (Li0.21 Fe0.86 Mn0.95) O4,Spinel#MgAl2O4,Spinel solid solutions in the Li - Fe - Mn - O system
93819,F d -3 m Z,(Li0.94 Fe0.06) (Fe0.31 Mn1.7) O4,Spinel#MgAl2O4,Spinel solid solutions in the Li - Fe - Mn - O system
93820,F d -3 m Z,(Li0.99 Fe0.01) (Fe0.36 Mn1.65) O4,Spinel#MgAl2O4,Spinel solid solutions in the Li - Fe - Mn - O system
93821,F d -3 m Z,(Li0.66 Fe0.18 Mn0.14) (Fe0.25 Mn1.71) O4,Spinel#MgAl2O4,Spinel solid solutions in the Li - Fe - Mn - O system
93823,F d -3 m Z,(Li0.59 Fe0.27 Mn0.12) (Fe0.4 Mn1.56) O4,Spinel#MgAl2O4,Spinel solid solutions in the Li - Fe - Mn - O system
93824,F d -3 m Z,(Li0.8 Fe0.18) (Fe0.44 Mn1.52) O4,Spinel#MgAl2O4,Spinel solid solutions in the Li - Fe - Mn - O system
93825,F d -3 m Z,(Li0.7 Fe0.27 Mn0.01) (Fe0.38 Mn1.59) O4,Spinel#MgAl2O4,Spinel solid solutions in the Li - Fe - Mn - O system
93826,F d -3 m Z,(Li0.94 Fe0.04) (Fe0.55 Mn1.42) O4,Spinel#MgAl2O4,Spinel solid solutions in the Li - Fe - Mn - O system
93827,F d -3 m Z,(Li0.56 Fe0.42) (Fe0.99 Mn0.99) O4,Spinel#MgAl2O4,Spinel solid solutions in the Li - Fe - Mn - O system
94075,F d -3 m Z,(Fe0.92 Mg0.08) (Fe1.08 Ni0.2 Mg0.72) O4,Spinel#MgAl2O4,Studies of the cationic distributions and magnetization of Zn - Mg - Ni ferrite system from X-ray and bulk magnetization measurements
94076,F d -3 m Z,(Fe0.8 Zn0.2) (Fe1.2 Ni0.2 Mg0.6) O4,Spinel#MgAl2O4,Studies of the cationic distributions and magnetization of Zn - Mg - Ni ferrite system from X-ray and bulk magnetization measurements
94077,F d -3 m Z,(Fe0.6 Zn0.4) (Fe1.4 Ni0.2 Mg0.4) O4,Spinel#MgAl2O4,Studies of the cationic distributions and magnetization of Zn - Mg - Ni ferrite system from X-ray and bulk magnetization measurements
94078,F d -3 m Z,(Fe0.4 Zn0.6) (Fe1.6 Ni0.2 Mg0.2) O4,Spinel#MgAl2O4,Studies of the cationic distributions and magnetization of Zn - Mg - Ni ferrite system from X-ray and bulk magnetization measurements
94155,F d -3 m Z,Zn Al2 O4,Spinel#MgAl2O4,"Structure and compressibility of synthetic Zn Al2 O4 (gahnite) under high-pressure conditions, from synchrotron X-ray powder diffraction"
94156,F d -3 m Z,Zn Al2 O4,Spinel#MgAl2O4,"Structure and compressibility of synthetic Zn Al2 O4 (gahnite) under high-pressure conditions, from synchrotron X-ray powder diffraction"
94157,F d -3 m Z,Zn Al2 O4,Spinel#MgAl2O4,"Structure and compressibility of synthetic Zn Al2 O4 (gahnite) under high-pressure conditions, from synchrotron X-ray powder diffraction"
94158,F d -3 m Z,Zn Al2 O4,Spinel#MgAl2O4,"Structure and compressibility of synthetic Zn Al2 O4 (gahnite) under high-pressure conditions, from synchrotron X-ray powder diffraction"
94159,F d -3 m Z,Zn Al2 O4,Spinel#MgAl2O4,"Structure and compressibility of synthetic Zn Al2 O4 (gahnite) under high-pressure conditions, from synchrotron X-ray powder diffraction"
94160,F d -3 m Z,Zn Al2 O4,Spinel#MgAl2O4,"Structure and compressibility of synthetic Zn Al2 O4 (gahnite) under high-pressure conditions, from synchrotron X-ray powder diffraction"
94161,F d -3 m Z,Zn Al2 O4,Spinel#MgAl2O4,"Structure and compressibility of synthetic Zn Al2 O4 (gahnite) under high-pressure conditions, from synchrotron X-ray powder diffraction"
94162,F d -3 m Z,Zn Al2 O4,Spinel#MgAl2O4,"Structure and compressibility of synthetic Zn Al2 O4 (gahnite) under high-pressure conditions, from synchrotron X-ray powder diffraction"
94163,F d -3 m Z,Zn Al2 O4,Spinel#MgAl2O4,"Structure and compressibility of synthetic Zn Al2 O4 (gahnite) under high-pressure conditions, from synchrotron X-ray powder diffraction"
94164,F d -3 m Z,Zn Al2 O4,Spinel#MgAl2O4,"Structure and compressibility of synthetic Zn Al2 O4 (gahnite) under high-pressure conditions, from synchrotron X-ray powder diffraction"
94165,F d -3 m Z,Zn Al2 O4,Spinel#MgAl2O4,"Structure and compressibility of synthetic Zn Al2 O4 (gahnite) under high-pressure conditions, from synchrotron X-ray powder diffraction"
94166,F d -3 m Z,Zn Al2 O4,Spinel#MgAl2O4,"Structure and compressibility of synthetic Zn Al2 O4 (gahnite) under high-pressure conditions, from synchrotron X-ray powder diffraction"
94167,F d -3 m Z,Zn Al2 O4,Spinel#MgAl2O4,"Structure and compressibility of synthetic Zn Al2 O4 (gahnite) under high-pressure conditions, from synchrotron X-ray powder diffraction"
94168,F d -3 m Z,Zn Al2 O4,Spinel#MgAl2O4,"Structure and compressibility of synthetic Zn Al2 O4 (gahnite) under high-pressure conditions, from synchrotron X-ray powder diffraction"
94169,F d -3 m Z,Zn Al2 O4,Spinel#MgAl2O4,"Structure and compressibility of synthetic Zn Al2 O4 (gahnite) under high-pressure conditions, from synchrotron X-ray powder diffraction"
94170,F d -3 m Z,Zn Al2 O4,Spinel#MgAl2O4,"Structure and compressibility of synthetic Zn Al2 O4 (gahnite) under high-pressure conditions, from synchrotron X-ray powder diffraction"
94171,F d -3 m Z,Zn Al2 O4,Spinel#MgAl2O4,"Structure and compressibility of synthetic Zn Al2 O4 (gahnite) under high-pressure conditions, from synchrotron X-ray powder diffraction"
94172,F d -3 m Z,Zn Al2 O4,Spinel#MgAl2O4,"Structure and compressibility of synthetic Zn Al2 O4 (gahnite) under high-pressure conditions, from synchrotron X-ray powder diffraction"
94173,F d -3 m Z,Zn Al2 O4,Spinel#MgAl2O4,"Structure and compressibility of synthetic Zn Al2 O4 (gahnite) under high-pressure conditions, from synchrotron X-ray powder diffraction"
94174,F d -3 m Z,Zn Al2 O4,Spinel#MgAl2O4,"Structure and compressibility of synthetic Zn Al2 O4 (gahnite) under high-pressure conditions, from synchrotron X-ray powder diffraction"
94175,F d -3 m Z,Zn Al2 O4,Spinel#MgAl2O4,"Structure and compressibility of synthetic Zn Al2 O4 (gahnite) under high-pressure conditions, from synchrotron X-ray powder diffraction"
94176,F d -3 m Z,Zn Al2 O4,Spinel#MgAl2O4,"Structure and compressibility of synthetic Zn Al2 O4 (gahnite) under high-pressure conditions, from synchrotron X-ray powder diffraction"
94177,F d -3 m Z,Zn Al2 O4,Spinel#MgAl2O4,"Structure and compressibility of synthetic Zn Al2 O4 (gahnite) under high-pressure conditions, from synchrotron X-ray powder diffraction"
94178,F d -3 m Z,Zn Al2 O4,Spinel#MgAl2O4,"Structure and compressibility of synthetic Zn Al2 O4 (gahnite) under high-pressure conditions, from synchrotron X-ray powder diffraction"
94179,F d -3 m Z,Zn Al2 O4,Spinel#MgAl2O4,"Structure and compressibility of synthetic Zn Al2 O4 (gahnite) under high-pressure conditions, from synchrotron X-ray powder diffraction"
94180,F d -3 m Z,Zn Al2 O4,Spinel#MgAl2O4,"Structure and compressibility of synthetic Zn Al2 O4 (gahnite) under high-pressure conditions, from synchrotron X-ray powder diffraction"
94181,F d -3 m Z,Zn Al2 O4,Spinel#MgAl2O4,"Structure and compressibility of synthetic Zn Al2 O4 (gahnite) under high-pressure conditions, from synchrotron X-ray powder diffraction"
94182,F d -3 m Z,Zn Al2 O4,Spinel#MgAl2O4,"Structure and compressibility of synthetic Zn Al2 O4 (gahnite) under high-pressure conditions, from synchrotron X-ray powder diffraction"
94183,F d -3 m Z,Zn Al2 O4,Spinel#MgAl2O4,"Structure and compressibility of synthetic Zn Al2 O4 (gahnite) under high-pressure conditions, from synchrotron X-ray powder diffraction"
95399,F d -3 m S,Fe Cr2 S4,Spinel#MgAl2O4,"Neutron diffraction and Mossbauer studies on Fe1-x Cr2 S4 (x = 0.0, 0.04, 0.08)"
95400,F d -3 m S,Fe Cr2 S4,Spinel#MgAl2O4,"Neutron diffraction and Mossbauer studies on Fe1-x Cr2 S4 (x = 0.0, 0.04, 0.08)"
96658,F d -3 m S,(Cd0.5 Fe0.5) (Ni0.5 Fe1.5) O4,Spinel#MgAl2O4,X-ray powder diffraction and Mossbauer studies on the formation of (Cd0.5 Ni0.5 Fe2 O4)/(Zn0.5 Ni0.5 Fe2 O4) spinel solid solutions
96659,F d -3 m S,(Cd0.4 Zn0.1 Fe0.5) (Ni0.5 Fe1.5) O4,Spinel#MgAl2O4,X-ray powder diffraction and Mossbauer studies on the formation of (Cd0.5 Ni0.5 Fe2 O4)/(Zn0.5 Ni0.5 Fe2 O4) spinel solid solutions
96660,F d -3 m S,(Cd0.3 Zn0.2 Fe0.5) (Ni0.5 Fe1.5) O4,Spinel#MgAl2O4,X-ray powder diffraction and Mossbauer studies on the formation of (Cd0.5 Ni0.5 Fe2 O4)/(Zn0.5 Ni0.5 Fe2 O4) spinel solid solutions
96661,F d -3 m S,(Cd0.2 Zn0.3 Fe0.5) (Ni0.5 Fe1.5) O4,Spinel#MgAl2O4,X-ray powder diffraction and Mossbauer studies on the formation of (Cd0.5 Ni0.5 Fe2 O4)/(Zn0.5 Ni0.5 Fe2 O4) spinel solid solutions
96662,F d -3 m S,(Cd0.1 Zn0.4 Fe0.5) (Ni0.5 Fe1.5) O4,Spinel#MgAl2O4,X-ray powder diffraction and Mossbauer studies on the formation of (Cd0.5 Ni0.5 Fe2 O4)/(Zn0.5 Ni0.5 Fe2 O4) spinel solid solutions
96663,F d -3 m S,(Zn0.5 Fe0.5) (Ni0.5 Fe1.5) O4,Spinel#MgAl2O4,X-ray powder diffraction and Mossbauer studies on the formation of (Cd0.5 Ni0.5 Fe2 O4)/(Zn0.5 Ni0.5 Fe2 O4) spinel solid solutions
96831,F d -3 m Z,Mg Al2 O4,Spinel#MgAl2O4,Synthetic Mg Al2 O4 (spinel) at high-pressure conditions (0.0001 - 30 GPa): a synchrotron X-ray powder diffraction study
96832,F d -3 m Z,Mg Al2 O4,Spinel#MgAl2O4,Synthetic Mg Al2 O4 (spinel) at high-pressure conditions (0.0001 - 30 GPa): a synchrotron X-ray powder diffraction study
96833,F d -3 m Z,Mg Al2 O4,Spinel#MgAl2O4,Synthetic Mg Al2 O4 (spinel) at high-pressure conditions (0.0001 - 30 GPa): a synchrotron X-ray powder diffraction study
96834,F d -3 m Z,Mg Al2 O4,Spinel#MgAl2O4,Synthetic Mg Al2 O4 (spinel) at high-pressure conditions (0.0001 - 30 GPa): a synchrotron X-ray powder diffraction study
96835,F d -3 m Z,Mg Al2 O4,Spinel#MgAl2O4,Synthetic Mg Al2 O4 (spinel) at high-pressure conditions (0.0001 - 30 GPa): a synchrotron X-ray powder diffraction study
96836,F d -3 m Z,Mg Al2 O4,Spinel#MgAl2O4,Synthetic Mg Al2 O4 (spinel) at high-pressure conditions (0.0001 - 30 GPa): a synchrotron X-ray powder diffraction study
96837,F d -3 m Z,Mg Al2 O4,Spinel#MgAl2O4,Synthetic Mg Al2 O4 (spinel) at high-pressure conditions (0.0001 - 30 GPa): a synchrotron X-ray powder diffraction study
96838,F d -3 m Z,Mg Al2 O4,Spinel#MgAl2O4,Synthetic Mg Al2 O4 (spinel) at high-pressure conditions (0.0001 - 30 GPa): a synchrotron X-ray powder diffraction study
96839,F d -3 m Z,Mg Al2 O4,Spinel#MgAl2O4,Synthetic Mg Al2 O4 (spinel) at high-pressure conditions (0.0001 - 30 GPa): a synchrotron X-ray powder diffraction study
96840,F d -3 m Z,Mg Al2 O4,Spinel#MgAl2O4,Synthetic Mg Al2 O4 (spinel) at high-pressure conditions (0.0001 - 30 GPa): a synchrotron X-ray powder diffraction study
96841,F d -3 m Z,Mg Al2 O4,Spinel#MgAl2O4,Synthetic Mg Al2 O4 (spinel) at high-pressure conditions (0.0001 - 30 GPa): a synchrotron X-ray powder diffraction study
96842,F d -3 m Z,Mg Al2 O4,Spinel#MgAl2O4,Synthetic Mg Al2 O4 (spinel) at high-pressure conditions (0.0001 - 30 GPa): a synchrotron X-ray powder diffraction study
96843,F d -3 m Z,Mg Al2 O4,Spinel#MgAl2O4,Synthetic Mg Al2 O4 (spinel) at high-pressure conditions (0.0001 - 30 GPa): a synchrotron X-ray powder diffraction study
96844,F d -3 m Z,Mg Al2 O4,Spinel#MgAl2O4,Synthetic Mg Al2 O4 (spinel) at high-pressure conditions (0.0001 - 30 GPa): a synchrotron X-ray powder diffraction study
96845,F d -3 m Z,Mg Al2 O4,Spinel#MgAl2O4,Synthetic Mg Al2 O4 (spinel) at high-pressure conditions (0.0001 - 30 GPa): a synchrotron X-ray powder diffraction study
96846,F d -3 m Z,Mg Al2 O4,Spinel#MgAl2O4,Synthetic Mg Al2 O4 (spinel) at high-pressure conditions (0.0001 - 30 GPa): a synchrotron X-ray powder diffraction study
96847,F d -3 m Z,Mg Al2 O4,Spinel#MgAl2O4,Synthetic Mg Al2 O4 (spinel) at high-pressure conditions (0.0001 - 30 GPa): a synchrotron X-ray powder diffraction study
96848,F d -3 m Z,Mg Al2 O4,Spinel#MgAl2O4,Synthetic Mg Al2 O4 (spinel) at high-pressure conditions (0.0001 - 30 GPa): a synchrotron X-ray powder diffraction study
96849,F d -3 m Z,Mg Al2 O4,Spinel#MgAl2O4,Synthetic Mg Al2 O4 (spinel) at high-pressure conditions (0.0001 - 30 GPa): a synchrotron X-ray powder diffraction study
96850,F d -3 m Z,Mg Al2 O4,Spinel#MgAl2O4,Synthetic Mg Al2 O4 (spinel) at high-pressure conditions (0.0001 - 30 GPa): a synchrotron X-ray powder diffraction study
96851,F d -3 m Z,Mg Al2 O4,Spinel#MgAl2O4,Synthetic Mg Al2 O4 (spinel) at high-pressure conditions (0.0001 - 30 GPa): a synchrotron X-ray powder diffraction study
96852,F d -3 m Z,Mg Al2 O4,Spinel#MgAl2O4,Synthetic Mg Al2 O4 (spinel) at high-pressure conditions (0.0001 - 30 GPa): a synchrotron X-ray powder diffraction study
98184,F d -3 m Z,(Li0.61 Fe0.39) (Li0.53 Fe0.19 Ti1.28) O4,Spinel#MgAl2O4,Order - disorder transitions and magnetic behaviour in lithium ferrites Li0.5+0.5x Fe2.5-1.5x Tix O4 (x=1.28 and 1.50)
98185,F d -3 m Z,(Li0.67 Fe0.33) (Li0.47 Fe0.25 Ti1.28) O4,Spinel#MgAl2O4,Order - disorder transitions and magnetic behaviour in lithium ferrites Li0.5+0.5x Fe2.5-1.5x Tix O4 (x=1.28 and 1.50)
98186,F d -3 m Z,(Li0.65 Fe0.35) (Li0.49 Fe0.23 Ti1.28) O4,Spinel#MgAl2O4,Order - disorder transitions and magnetic behaviour in lithium ferrites Li0.5+0.5x Fe2.5-1.5x Tix O4 (x=1.28 and 1.50)
98187,F d -3 m Z,(Li0.66 Fe0.34) (Li0.48 Fe0.24 Ti1.28) O4,Spinel#MgAl2O4,Order - disorder transitions and magnetic behaviour in lithium ferrites Li0.5+0.5x Fe2.5-1.5x Tix O4 (x=1.28 and 1.50)
98189,F d -3 m Z,(Li0.79 Fe0.21) (Li0.46 Fe0.04 Ti1.50) O4,Spinel#MgAl2O4,Order - disorder transitions and magnetic behaviour in lithium ferrites Li0.5+0.5x Fe2.5-1.5x Tix O4 (x=1.28 and 1.50)
98190,F d -3 m Z,(Li0.86 Fe0.14) (Li0.39 Fe0.11 Ti1.50) O4,Spinel#MgAl2O4,Order - disorder transitions and magnetic behaviour in lithium ferrites Li0.5+0.5x Fe2.5-1.5x Tix O4 (x=1.28 and 1.50)
98284,F d -3 m Z,Fe ((Ni0.3 Cu0.7 Fe0.7 Cr0.3) O4),Spinel#MgAl2O4,Estimation of inversion parameter of (Ni0.3-x Mgx) Cu0.7 Fe1.7 Cr0.3 O4 compound by Rietveld method
98285,F d -3 m Z,(Fe0.95 Mg0.05) ((Ni0.25 Cu0.7 Fe0.75 Cr0.3) O4),Spinel#MgAl2O4,Estimation of inversion parameter of (Ni0.3-x Mgx) Cu0.7 Fe1.7 Cr0.3 O4 compound by Rietveld method
98286,F d -3 m Z,(Fe0.9 Mg0.1) ((Ni0.2 Cu0.7 Fe0.8 Cr0.3) O4),Spinel#MgAl2O4,Estimation of inversion parameter of (Ni0.3-x Mgx) Cu0.7 Fe1.7 Cr0.3 O4 compound by Rietveld method
98287,F d -3 m Z,(Fe0.5395 Cu0.3105 Mg0.15) ((Ni0.15 Cu0.3895 Fe1.1605 Cr0.3) O4),Spinel#MgAl2O4,Estimation of inversion parameter of (Ni0.3-x Mgx) Cu0.7 Fe1.7 Cr0.3 O4 compound by Rietveld method
98288,F d -3 m Z,(Fe0.1772 Cu0.6228 Mg0.2) ((Ni0.1 Cu0.0772 Fe1.5228 Cr0.3) O4),Spinel#MgAl2O4,Estimation of inversion parameter of (Ni0.3-x Mgx) Cu0.7 Fe1.7 Cr0.3 O4 compound by Rietveld method
98289,F d -3 m Z,(Fe0.05 Cu0.7 Mg0.25) ((Ni0.05 Fe1.65 Cr0.3) O4),Spinel#MgAl2O4,Estimation of inversion parameter of (Ni0.3-x Mgx) Cu0.7 Fe1.7 Cr0.3 O4 compound by Rietveld method
98469,F d -3 m Z,(Li0.9 Ti0.1) ((Mn1.5 Ti0.4 Li0.1) O4),Spinel#MgAl2O4,Cation ordering in Li2 Mn3 M O8 spinels: structural and vibration spectroscopy studies
98470,F d -3 m Z,(Li0.93 Ga0.07) ((Mn1.5 Ga0.43 Li0.07) O4),Spinel#MgAl2O4,Cation ordering in Li2 Mn3 M O8 spinels: structural and vibration spectroscopy studies
98472,F d -3 m Z,(Li0.5 Mg0.5) ((Mn1.5 Mg0.5) O4),Spinel#MgAl2O4,Cation ordering in Li2 Mn3 M O8 spinels: structural and vibration spectroscopy studies
98473,F d -3 m Z,(Li0.17 Zn0.83) ((Mn1.5 Li0.33 Zn0.17) O4),Spinel#MgAl2O4,Cation ordering in Li2 Mn3 M O8 spinels: structural and vibration spectroscopy studies
99912,F d -3 m Z,(Li0.977 Ti0.022) ((Cr0.9 Li0.052 Ti1.047) O4),Spinel#MgAl2O4,Electronic and magnetic behaviour of Li1/2+x/2 Tix Cr5/2-3x/2 O4 spinels
99913,F d -3 m Z,(Li0.968 Ti0.032) ((Cr0.7 Li0.139 Ti1.1681) O4),Spinel#MgAl2O4,Electronic and magnetic behaviour of Li1/2+x/2 Tix Cr5/2-3x/2 O4 spinels
99914,F d -3 m Z,(Li0.95 Ti0.049) ((Cr0.5 Li0.219 Ti1.280) O4),Spinel#MgAl2O4,Electronic and magnetic behaviour of Li1/2+x/2 Tix Cr5/2-3x/2 O4 spinels
99915,F d -3 m Z,(Li0.954 Ti0.046) ((Cr0.3 Li0.28 Ti1.42) O4),Spinel#MgAl2O4,Electronic and magnetic behaviour of Li1/2+x/2 Tix Cr5/2-3x/2 O4 spinels
99916,F d -3 m Z,(Li0.932 Ti0.068) ((Cr0.1 Li0.368 Ti1.532) O4),Spinel#MgAl2O4,Electronic and magnetic behaviour of Li1/2+x/2 Tix Cr5/2-3x/2 O4 spinels
100518,F d -3 m Z,Cd Er2 S4,Spinel#MgAl2O4,Structure cristalline du Spinelle Cd Er2 S4
100544,F d -3 m Z,Ni2 (Si O4),Spinel#MgAl2O4,Crystal structures and electron densities of nickel and iron spinels at elevated temperature or pressure
100545,F d -3 m Z,Ni2 Si O4,Spinel#MgAl2O4,Crystal structures and electron densities of nickel and iron spinels at elevated temperature or pressure
100547,F d -3 m Z,Ni2 Si O4,Spinel#MgAl2O4,Crystal structures and electron densities of nickel and iron spinels at elevated temperature or pressure
100548,F d -3 m Z,Ni2 Si O4,Spinel#MgAl2O4,Crystal structures and electron densities of nickel and iron spinels at elevated temperature or pressure
100549,F d -3 m Z,Ni2 Si O4,Spinel#MgAl2O4,Crystal structures and electron densities of nickel and iron spinels at elevated temperature or pressure
100550,F d -3 m Z,Ni2 Si O4,Spinel#MgAl2O4,Crystal structures and electron densities of nickel and iron spinels at elevated temperature or pressure
100551,F d -3 m Z,Ni2 Si O4,Spinel#MgAl2O4,Crystal structures and electron densities of nickel and iron spinels at elevated temperature or pressure
100832,F d -3 m Z,Mn Sc2 S4,Spinel#MgAl2O4,Crystal structure of cubic Mn Sc2 S4 and Mn2.29 Sc1.14 S4
100957,F d -3 m S,Mn Sc2 Se4,Spinel#MgAl2O4,"Sur une nouvelle série de spinelles séléniés des terres rares, de l'yttrium et du scandium"
100958,F d -3 m S,Mn Tm2 S4,Spinel#MgAl2O4,"Sur une nouvelle série de spinelles séléniés des terres rares, de l'yttrium et du scandium"
100959,F d -3 m S,Mg Tm2 S4,Spinel#MgAl2O4,"Sur une nouvelle série de spinelles séléniés des terres rares, de l'yttrium et du scandium"
101082,F d -3 m Z,Cd Sc2 S4,Spinel#MgAl2O4,Preparation and properties of II-Ln$_2$-S$_4$ ternary sulfides
101084,F d -3 m Z,Cd Y2 S4,Spinel#MgAl2O4,Preparation and properties of II-Ln$_2$-S$_4$ ternary sulfides
101086,F d -3 m Z,Cd Ho2 S4,Spinel#MgAl2O4,Preparation and properties of II-Ln$_2$-S$_4$ ternary sulfides
101087,F d -3 m Z,Cd Er2 S4,Spinel#MgAl2O4,Preparation and properties of II-Ln$_2$-S$_4$ ternary sulfides
101088,F d -3 m Z,Cd Tm2 S4,Spinel#MgAl2O4,Preparation and properties of II-Ln$_2$-S$_4$ ternary sulfides
101089,F d -3 m Z,Cd Yb2 S4,Spinel#MgAl2O4,Preparation and properties of II-Ln$_2$-S$_4$ ternary sulfides
101090,F d -3 m Z,Cd Lu2 S4,Spinel#MgAl2O4,Preparation and properties of II-Ln$_2$-S$_4$ ternary sulfides
101174,F d -3 m Z,Zn Sc2 S4,Spinel#MgAl2O4,Pressure-temperature study of sulfospinels
103053,F d -3 m S,(Cu0.5 Mg1.5) Sn S4,Spinel#MgAl2O4,Some new sulfo-spinels containing iron-group transition metals
105326,F d -3 m S,Ni2 Rh S4,Spinel#MgAl2O4,Some new sulfo-spinels containing iron-group transition metals
105982,F d -3 m S,Li2 Ti2.67 Co0.67 Cr0.67 O8,Spinel#MgAl2O4,"Li$_3$Ti$_4$CoCrO$_{12}$, a new substituted lithium titanium compound as anode material for lithium ion batteries"
106489,F d -3 m S,Co3 S4,Spinel#MgAl2O4,"Peculiarities of the electronic structure of Co, Ni- thiospinel"
106938,F d -3 m Z,(Cu0.5 Ni0.5) Cr2 Se4,Spinel#MgAl2O4,Influence of nickel substitution on the crystal structure of Cu Cr2 Se4
106939,F d -3 m Z,Cu (Ni0.45 Cr0.55)2 Se4,Spinel#MgAl2O4,Influence of nickel substitution on the crystal structure of Cu Cr2 Se4
107562,F d -3 m S,Zn (Fe Ga) O4,Spinel#MgAl2O4,Verteilung und Valenz der Kationen im Spinellsystem Zn Fe Ga O4 - Fe2 Ga O4
107563,F d -3 m S,(Fe0.2 Zn0.8) (Fe Ga) O4,Spinel#MgAl2O4,Verteilung und Valenz der Kationen im Spinellsystem Zn Fe Ga O4 - Fe2 Ga O4
107564,F d -3 m S,(Fe0.4 Zn0.6) (Fe Ga) O4,Spinel#MgAl2O4,Verteilung und Valenz der Kationen im Spinellsystem Zn Fe Ga O4 - Fe2 Ga O4
107565,F d -3 m S,(Fe0.6 Zn0.4) (Fe Ga) O4,Spinel#MgAl2O4,Verteilung und Valenz der Kationen im Spinellsystem Zn Fe Ga O4 - Fe2 Ga O4
107566,F d -3 m S,(Fe0.8 Zn0.2) (Fe Ga) O4,Spinel#MgAl2O4,Verteilung und Valenz der Kationen im Spinellsystem Zn Fe Ga O4 - Fe2 Ga O4
107567,F d -3 m S,Fe2 Ga O4,Spinel#MgAl2O4,Verteilung und Valenz der Kationen im Spinellsystem Zn Fe Ga O4 - Fe2 Ga O4
107568,F d -3 m S,Mg (Ga0.1 Cr0.9)2 S4,Spinel#MgAl2O4,"Subsolidus Phasenbeziehungen in den Systemen Mg Ga2 S4 - Mg Cr2 S4 und Mg Ga2 S4 - Mg In2 S4. Neue Verbindungen mit Spinell-, Olivin- und Zn In2 S4(IIA)-Struktur"
107585,F d -3 m Z,Ni2.5 Co0.5 S4,Spinel#MgAl2O4,"Sederholmite, wilkmanite, kullerudite, maekinenite, and truestedtite, five new nickel selenide minerals"
